ra_deg,dec_deg,magnitude,pixel_x,pixel_y,flux_electrons
2.949915932146906,3.7178331471639545,6.0,512.7468302385098,512.9417341187196,3731.5172668077767
4.139216806424312,1.107729766969329,2.3691237108881777,513.0488247017587,512.2802310272526,105756.54730346893
-0.1597628553381023,-1.7826940625080754,2.5493666738026493,511.9595884771778,511.548928623024,89579.06796240175
0.41736122645350004,0.9114466550786604,2.058816654003155,512.105571832079,512.2305664793513,140746.038339889
-0.35311553163595377,-0.27357882810575074,6.0,511.9106796130709,511.9307987304039,3731.5172668077767
3.634865245893259,4.520273816282472,2.569098642454354,512.9206610536995,513.1457645405964,87965.70031388107
-3.0596438878819434,4.5838883542748015,2.891121483497393,511.22533800045045,513.161957599812,65387.977603775784
1.6530217936386222,-3.1179363181055852,2.708300467587872,512.4182417434837,511.2105502112139,77380.20951182557
0.9374609337517441,-2.0646398412978515,3.5872459747456986,512.2371484075084,511.4775308941969,34437.72393497369
2.4112836866661578,1.8496862427808614,3.652886705552609,512.6102855522641,512.4680338390102,32417.301413936333
-0.28463706416546586,0.7148486607374336,3.763463522391188,511.9280015244714,512.1808276839789,29278.172225860064
-0.7071903502655985,-2.1488054565997707,3.82942682764374,511.8211097554284,511.45621270330645,27552.267346110548
2.5274903048864683,-0.6532576255780151,2.9971942908488862,512.6397342604859,511.8347537608944,59301.63938181233
2.020188225353313,0.9510456466397708,2.6506054749446326,512.5112109351841,512.2405855434027,81603.54603291802
2.300484261416531,-4.387894628936031,2.882933151031668,512.5822118052257,510.8879234718085,65883.00490022915
0.3585141299449157,-3.649413357624306,6.0,512.0906859948922,511.0756441458382,3731.5172668077767
3.847974056775344,-3.6524871768528975,6.0,512.974796707143,511.07486346917926,3731.5172668077767
